Title	URL	Author	Page views	Creation date	Status
Jones leads Penn State over Wagner 91-64	https://assets.msn.com/labs/mind/BBWw63I.html	basketball_ncaa	3.0	Nov 2019	basketball_ncaa
Free Fight! Blachowicz Flatlines Rockhold In Vegas	https://assets.msn.com/labs/mind/BBWBPkN.html	mma	225.99999999999997	Nov 2019	mma
SNL just released every appearance of Bill Hader as Stefon ever	https://assets.msn.com/labs/mind/BBWw642.html	humor	3501.0	Nov 2019	humor
Browns cut WR Antonio Callaway hours before kickoff amid reported substance-abuse ban	https://assets.msn.com/labs/mind/BBWLCyI.html	football_nfl	3960.0	Nov 2019	football_nfl
Veterans Wanted: company looking to hire Maine vets to de-ice planes	https://assets.msn.com/labs/mind/BBWBPku.html	travelnews	3.0	Nov 2019	travelnews
Precious baby sees her mom clearly for the first time	https://assets.msn.com/labs/mind/BBWtqZS.html	viral	732.0	Nov 2019	viral
Amtrak Reports Record Revenue And Ridership But Remains In Red	https://assets.msn.com/labs/mind/BBWw64o.html	newsus	36.0	Nov 2019	newsus
Hue Jackson will run Colin Kaepernick's passing drills, 11 teams have said they'll attend	https://assets.msn.com/labs/mind/BBWLCyO.html	football_nfl	1150.0	Nov 2019	football_nfl
Navy petty officer now considered person of interest in disappearance of her own daughter	https://assets.msn.com/labs/mind/BBWBPlB.html	news	7.0	Nov 2019	news
Report: Sidney Crosby has sports hernia, considering surgery	https://assets.msn.com/labs/mind/BBWHtLK.html	icehockey_nhl	41.0	Nov 2019	icehockey_nhl
Bicyclist Dies After Being Struck By SUV In Sacramento	https://assets.msn.com/labs/mind/BBWw65R.html	newsus	4.0	Nov 2019	newsus
Daniel Cormier responds to Stipe Miocic wanting Tyson Fury fight	https://assets.msn.com/labs/mind/BBWHtNU.html	mma	6.0	Nov 2019	mma
Highlights from Allgaier's win in Phoenix elimination race in 131 seconds	https://assets.msn.com/labs/mind/BBWw67W.html	racing	7.0	Nov 2019	racing
What we know about Poppy, the new restaurant at the Cambria Hotel in downtown Phoenix	https://assets.msn.com/labs/mind/BBWHtRa.html	newstrends	26.0	Nov 2019	newstrends
Kentucky has a feral hog problem, so snipers are shooting them from helicopters	https://assets.msn.com/labs/mind/BBWEuHY.html	lifestylepets	15.0	Nov 2019	lifestylepets
UCF looks to regroup after another tough road loss	https://assets.msn.com/labs/mind/BBWw6An.html	football_ncaa	4.0	Nov 2019	football_ncaa
Police looking for man in 'suspicious' van attempting to talk to children	https://assets.msn.com/labs/mind/BBWLD0T.html	newscrime	6.0	Nov 2019	newscrime
What $1,700 rents in D.C. right now	https://assets.msn.com/labs/mind/BBWBPrQ.html	finance-real-estate	46.0	Nov 2019	finance-real-estate
Venice swamped by highest tide in more than 50 years	https://assets.msn.com/labs/mind/BBWHtSP.html	weathertopstories	61.0	Nov 2019	weathertopstories
Haze From New South Wales Fires Settles Over Bondi Beach	https://assets.msn.com/labs/mind/BBWEuJx.html	weathertopstories	50.0	Nov 2019	weathertopstories
NFL legend Terry Bradshaw's Red River ranch is back on the market	https://assets.msn.com/labs/mind/BBWw6B8.html	finance-real-estate	58.99999999999999	Nov 2019	finance-real-estate
CNN Business Now	https://assets.msn.com/labs/mind/BBWLD78.html	news	7.0	Nov 2019	news
Thick smog settles in over city	https://assets.msn.com/labs/mind/BBWHtSR.html	weathertopstories	14.0	Nov 2019	weathertopstories
You can now rent a suite in a real-life royal palace on Airbnb, and it comes with a private butler	https://assets.msn.com/labs/mind/BBWEuK4.html	traveltripideas	2544.0	Nov 2019	traveltripideas
Trent Taylor not expected back in 2019, per Kyle Shanahan	https://assets.msn.com/labs/mind/BBWw6BG.html	football_nfl	5.0	Nov 2019	football_nfl
US consumer prices up 0.4% in October; gasoline prices surge	https://assets.msn.com/labs/mind/BBWHtVG.html	markets	482.00000000000006	Nov 2019	markets
The Woodlands boys finish second at state cross country meet	https://assets.msn.com/labs/mind/BBWw6Be.html	basketball_ncaa	8.0	Nov 2019	basketball_ncaa
Cold, rainy night ahead -- and more showers tomorrow	https://assets.msn.com/labs/mind/BBWLDAX.html	weathertopstories	12.0	Nov 2019	weathertopstories
At 27 with a new baby, she thought she had the flu. It was blood cancer.	https://assets.msn.com/labs/mind/BBWBPu7.html	health-news	184.99999999999997	Nov 2019	health-news
Watch live: Worcester fire officials speak about 4-alarm overnight fire	https://assets.msn.com/labs/mind/BBWHtVx.html	weathertopstories	4.0	Nov 2019	weathertopstories
Scientists may have just worked out why we hiccup	https://assets.msn.com/labs/mind/BBWEuO9.html	health-news	771.0	Nov 2019	health-news
Michigan State melts down, fans scream and Mark Dantonio's job is ... ?	https://assets.msn.com/labs/mind/BBWw6DK.html	football_ncaa	16.0	Nov 2019	football_ncaa
Icemen draw Jacksonville record hockey crowd in loss to Atlanta	https://assets.msn.com/labs/mind/BBWLDBL.html	icehockey_nhl	10.0	Nov 2019	icehockey_nhl
Supreme Court weighs DACA case	https://assets.msn.com/labs/mind/BBWBPvt.html	newspolitics	108.0	Nov 2019	newspolitics
Cowboys Week 11 Player Power Rankings: Can Amari break Dak's hold on top spot?	https://assets.msn.com/labs/mind/BBWHtZQ.html	football_nfl	18.0	Nov 2019	football_nfl
19 Silent Signs of Lung Cancer You Need to Be Aware Of	https://assets.msn.com/labs/mind/BBWqSN0.html	medical	2555.0	Nov 2019	medical
NOPD: Missing child located, grandmother arrested for kidnapping	https://assets.msn.com/labs/mind/BBWtqdu.html	newscrime	28.0	Nov 2019	newscrime
Cincinnati Zoo reveals new bearcat's name	https://assets.msn.com/labs/mind/BBWw6Di.html	newsoffbeat	14.0	Nov 2019	newsoffbeat
National average for regular unleaded gas rises	https://assets.msn.com/labs/mind/BBWBPwj.html	financenews	6.0	Nov 2019	financenews
In this depressing   and all-too-common   scenario, you may need to sock away 44% of your income for retirement	https://assets.msn.com/labs/mind/BBWHtbr.html	retirement	414.00000000000006	Nov 2019	retirement
An often-missed form of dementia that's treatable	https://assets.msn.com/labs/mind/BBWEuOt.html	wellness	1776.0	Nov 2019	wellness
Court docs: 11-year-old girl found starved in Brown County home was on verge of liver failure	https://assets.msn.com/labs/mind/BBWLDDw.html	tvnews	14.0	Nov 2019	tvnews
Supreme Court To Consider Petition In Texas Death Penalty Case	https://assets.msn.com/labs/mind/BBWEuTE.html	newscrime	30.0	Nov 2019	newscrime
UMN regents approve seven-year, $33M deal for Gophers coach P.J. Fleck	https://assets.msn.com/labs/mind/BBWLDE3.html	newsus	19.0	Nov 2019	newsus
MD Anderson patient feds reported dead is still alive	https://assets.msn.com/labs/mind/BBWEuTs.html	medical	29.0	Nov 2019	medical
Gordon Hayward suffers fractured left hand against Spurs	https://assets.msn.com/labs/mind/BBWw6FX.html	basketball_nba	38.0	Nov 2019	basketball_nba
Putin: Trump Visit to Moscow for Military Parade Would Be 'Right Step'	https://assets.msn.com/labs/mind/BBWLDEs.html	newsworld	302.0	Nov 2019	newsworld
Newport News holds Veteran's Day parade for the first time in decades	https://assets.msn.com/labs/mind/BBWBPyG.html	newsus	6.0	Nov 2019	newsus
Schools, bus companies monitor temps during cold stretch	https://assets.msn.com/labs/mind/BBWHtd6.html	weathertopstories	19.0	Nov 2019	weathertopstories
Cold front had Kansas City residents sniffing Minnesota stench	https://assets.msn.com/labs/mind/BBWEuWY.html	weathertopstories	33.0	Nov 2019	weathertopstories
LeBron James' life gets comic book treatment	https://assets.msn.com/labs/mind/BBWtqfb.html	peopleandplaces	182.00000000000003	Nov 2019	peopleandplaces
Todd Frazier is furious about the turkeys invading his town	https://assets.msn.com/labs/mind/BBWw6GP.html	baseball_mlb	291.0	Nov 2019	baseball_mlb
Massage Therapist Accused Of Having Child Porn | Patch PM	https://assets.msn.com/labs/mind/BBWLDKX.html	newsus	15.0	Nov 2019	newsus
'Hit my car, I dare you': Video shows driver ramming into man, pinning him against car	https://assets.msn.com/labs/mind/BBWHtdl.html	newsus	3.0	Nov 2019	newsus
Former Sheriff Will Lewis granted bond, not allowed to leave state	https://assets.msn.com/labs/mind/BBWEuYj.html	newscrime	36.0	Nov 2019	newscrime
Georgia pecan growers, other farmers move a step closer to disaster aid	https://assets.msn.com/labs/mind/BBWw6K4.html	financenews	34.0	Nov 2019	financenews
Tech-Savvy Teens Showing Each Other How To Beat Tracking App Life360	https://assets.msn.com/labs/mind/BBWEujW.html	newsscienceandtechnology	9.0	Nov 2019	newsscienceandtechnology
Report: Giants' managerial decision to come soon	https://assets.msn.com/labs/mind/BBWqSXp.html	baseball_mlb	6.0	Nov 2019	baseball_mlb
Chiefs Market Movers heading into Sunday's Titans game	https://assets.msn.com/labs/mind/BBWw6LM.html	football_nfl	26.0	Nov 2019	football_nfl
Dodgers' Bellinger wins NL MVP award	https://assets.msn.com/labs/mind/BBWLDNZ.html	baseball_mlb	15.0	Nov 2019	baseball_mlb
'This win was for you': Josh Gordon shares emotional post about death of his brother	https://assets.msn.com/labs/mind/BBWHtez.html	football_nfl	4033.0	Nov 2019	football_nfl
Smithville house suffers 'significant damage' after car goes through it	https://assets.msn.com/labs/mind/BBWLDPC.html	newsus	6.0	Nov 2019	newsus
New Traffic Pattern To Be Implemented On I-395 Starting Tuesday	https://assets.msn.com/labs/mind/BBWBQ2V.html	autosnews	11.0	Nov 2019	autosnews
Surveillance camera captures gunshots in deadly double shooting in Jacksonville	https://assets.msn.com/labs/mind/BBWEumQ.html	newscrime	8.0	Nov 2019	newscrime
Here's how pumpkin is prepared in 13 countries around the world	https://assets.msn.com/labs/mind/BBWqSYE.html	videos	591.0	Nov 2019	videos
Christina Brooks Hired As First Diversity And Inclusion Director For City Of Fort Worth	https://assets.msn.com/labs/mind/BBWLDPx.html	newsus	9.0	Nov 2019	newsus
Deputies believe Georgia teen who ran away with man is in the Greenville area	https://assets.msn.com/labs/mind/BBWHtlM.html	newscrime	98.0	Nov 2019	newscrime
Man killed while trying to protect niece who was being sexually assaulted in Burnside	https://assets.msn.com/labs/mind/BBWtqnV.html	newsus	33.0	Nov 2019	newsus
Coast Guard rescues four people from boat stranded on Penobscot River	https://assets.msn.com/labs/mind/BBWBQak.html	weathertopstories	14.0	Nov 2019	weathertopstories
New survey reveals least popular items at Thanksgiving dinner table	https://assets.msn.com/labs/mind/BBWEuqC.html	newstrends	3.0	Nov 2019	newstrends
Secret Service report reveals new statistics on school attacks	https://assets.msn.com/labs/mind/BBWw6aV.html	news	17.0	Nov 2019	news
Move Minnesota hires president of Minneapolis Planning Commission as exec director	https://assets.msn.com/labs/mind/BBWBQdt.html	newsworld	48.0	Nov 2019	newsworld
Football: Jalen Osbourne, Ardsley overpower Byram Hills in Class B repeat	https://assets.msn.com/labs/mind/BBWw6bv.html	football_ncaa	3.0	Nov 2019	football_ncaa
John Travolta Shares Rare Photo with Daughter Ella and Son Benjamin	https://assets.msn.com/labs/mind/BBWHtpe.html	movies-celebrity	2297.0	Nov 2019	movies-celebrity
Toro scores 22 to lift George Washington past Howard 76-62	https://assets.msn.com/labs/mind/BBWw6c6.html	basketball_ncaa	5.0	Nov 2019	basketball_ncaa
Maren Morris's Glamorous CMAs Gown Is Absolutely What Cinderella Would Wear in 2019	https://assets.msn.com/labs/mind/BBWLDXN.html	lifestylecelebstyle	373.0	Nov 2019	lifestylecelebstyle
NBA Rumors: Gordon Hayward To Undergo Surgery On Broken Hand, Return TBD	https://assets.msn.com/labs/mind/BBWBRBX.html	basketball_nba	24.0	Nov 2019	basketball_nba
Weather today in Denver	https://assets.msn.com/labs/mind/BBWHtua.html	newsus	3.0	Nov 2019	newsus
Two of Philly's Favorite Vegan Spots Join Forces for Grindcore X Crust	https://assets.msn.com/labs/mind/BBWEusI.html	newstrends	43.0	Nov 2019	newstrends
See 5 food trucks among top scorers in Phoenix-area restaurant inspections	https://assets.msn.com/labs/mind/BBWHtw3.html	newstrends	3.0	Nov 2019	newstrends
Polar Express train ride coming to Oklahoma City this holiday season	https://assets.msn.com/labs/mind/BBWLDYB.html	travelarticle	5.0	Nov 2019	travelarticle
Investigators search backyard of Winter Garden home in missing persons case	https://assets.msn.com/labs/mind/BBWBRHA.html	newsus	22.0	Nov 2019	newsus
Democrats say witnesses carry strong evidence in impeachment inquiry	https://assets.msn.com/labs/mind/BBWHtw6.html	newspolitics	4.0	Nov 2019	newspolitics
Bearcats win big in Homecoming game against UConn, 48-3	https://assets.msn.com/labs/mind/BBWw6hg.html	football_ncaa	5.0	Nov 2019	football_ncaa
Memorial service set for Lynden police chief fatally struck by car	https://assets.msn.com/labs/mind/BBWHtya.html	newsus	137.0	Nov 2019	newsus
Saturday's Scores	https://assets.msn.com/labs/mind/BBWw6i6.html	soccer_mls	4.0	Nov 2019	soccer_mls
Oklahoma St. RB Hubbard looks to pad rushing lead vs. Kansas	https://assets.msn.com/labs/mind/BBWLDaf.html	football_ncaa	5.0	Nov 2019	football_ncaa
"Just 48% of Californians can ""afford"" an entry-level home: 12 things to know"	https://assets.msn.com/labs/mind/BBWBRJ5.html	finance-real-estate	37.00000000000001	Nov 2019	finance-real-estate
Deadly Arctic blast breaks records set more than 100 years ago	https://assets.msn.com/labs/mind/BBWHu1J.html	weathertopstories	22014.0	Nov 2019	weathertopstories
UPDATE: Missing mother, children found	https://assets.msn.com/labs/mind/BBWEv7f.html	newscrime	21.0	Nov 2019	newscrime
City offering $10M to buy Austin airport's South Terminal back	https://assets.msn.com/labs/mind/BBWtr9o.html	newsus	22.0	Nov 2019	newsus
Colorado keeps bowl hopes alive with thrilling win over Stanford	https://assets.msn.com/labs/mind/BBWw6iz.html	football_nfl	51.0	Nov 2019	football_nfl
Braves make a splash, signing closer Will Smith to three-year, $39 million deal	https://assets.msn.com/labs/mind/BBWLDg5.html	baseball_mlb	961.0000000000001	Nov 2019	baseball_mlb
AL Manager of the Year? How could it not be Rays' Kevin Cash	https://assets.msn.com/labs/mind/BBWBRJu.html	baseball_mlb	17.0	Nov 2019	baseball_mlb
Apple now says the Mac Pro will arrive in December	https://assets.msn.com/labs/mind/BBWHu45.html	newsscienceandtechnology	15.0	Nov 2019	newsscienceandtechnology
Indianapolis hits record low of 8; heavy snow falls upstate	https://assets.msn.com/labs/mind/BBWEvBy.html	weathertopstories	4.0	Nov 2019	weathertopstories
Geno Atkins surfaces on new injury report with knee issue	https://assets.msn.com/labs/mind/BBWLDh9.html	football_nfl	5.0	Nov 2019	football_nfl
Rebirth, angst and the 'new normal' of California wildfires	https://assets.msn.com/labs/mind/BBWBRKW.html	weathertopstories	18.0	Nov 2019	weathertopstories
Field hockey: College commitments for the Class of 2020	https://assets.msn.com/labs/mind/BBWHu7K.html	basketball_ncaa	5.0	Nov 2019	basketball_ncaa
Firing of HCMC nurse prompts review of sexual assault cases	https://assets.msn.com/labs/mind/BBWBRM3.html	football_nfl	19.0	Nov 2019	football_nfl
Lauren's List: These Are Things You Should NOT Be Recycling	https://assets.msn.com/labs/mind/BBWHu97.html	lifestylebuzz	19.0	Nov 2019	lifestylebuzz
Trump shows GOP senators summary of his first call with Ukraine president	https://assets.msn.com/labs/mind/BBWLDhz.html	newspolitics	493.0	Nov 2019	newspolitics
Video shows cafeteria worker allegedly speeding before hitting student	https://assets.msn.com/labs/mind/BBWBRN1.html	newsoffbeat	34.0	Nov 2019	newsoffbeat
Clint Hurdle Decides To Retire From Baseball	https://assets.msn.com/labs/mind/BBWHuAp.html	more_sports	15.0	Nov 2019	more_sports
Embry-Riddle's Steve Ridder closing in on 700th win	https://assets.msn.com/labs/mind/BBWLDnN.html	football_ncaa	5.0	Nov 2019	football_ncaa
Police: Louisville man buys $60,000 Cadillac with stolen identity	https://assets.msn.com/labs/mind/BBWEvJM.html	newscrime	21.0	Nov 2019	newscrime
Donald Trump attending sporting events through the years	https://assets.msn.com/labs/mind/BBWw77q.html	more_sports	35.0	Nov 2019	more_sports
Here is who made the November debate stage	https://assets.msn.com/labs/mind/BBWLDpA.html	elections-2020-us	223.00000000000003	Nov 2019	elections-2020-us
2019 NFL Playoffs: AFC Playoff Picture Through Week 10	https://assets.msn.com/labs/mind/BBWBRO2.html	football_nfl	4.0	Nov 2019	football_nfl
Arctic blast spreads shivers from Maine to Deep South	https://assets.msn.com/labs/mind/BBWHuKg.html	weathertopstories	8.0	Nov 2019	weathertopstories
Police release video of suspects in burglary of American Dream CEO's home	https://assets.msn.com/labs/mind/BBWEvLU.html	newsoffbeat	3.0	Nov 2019	newsoffbeat
Drug task force arrests upper-level drug dealer who ran 'enterprise'	https://assets.msn.com/labs/mind/BBWtrJk.html	newscrime	7.0	Nov 2019	newscrime
Danny Ainge Shares His 'Only Bummer' About Gordon Hayward's Injury	https://assets.msn.com/labs/mind/BBWLDpO.html	basketball_nba	4.0	Nov 2019	basketball_nba
Milwaukee's top 3 tapas bars to visit now	https://assets.msn.com/labs/mind/BBWBRP5.html	newsus	3.0	Nov 2019	newsus
Turkey Gathered Information in the U.S. Against Its Critics	https://assets.msn.com/labs/mind/BBWHuLZ.html	newsworld	2036.9999999999998	Nov 2019	newsworld
